keyword,recent_count,prior_count,growth
adult youth,353,1903,2.29
cognitive psychotherapy,171,925,2.28
educational curriculum,130,702,2.28
camp,103,556,2.28
adenosine cyclic monophosphate,103,556,2.28
disinhibition,81,439,2.28
genetic variant,170,918,2.28
adenosine cyclic 3',103,556,2.28
depressive,186,1008,2.28
cognition therapy,171,925,2.28
methadone maintenance,71,384,2.28
qtl,74,400,2.28
equipment and supply inventories,52,281,2.28
3'5'-cyclic ester of amp,103,556,2.28
adenosine 3'5' monophosphate,103,556,2.28
exhibits,739,4005,2.28
inventory,52,281,2.28
social cognitive theory,32,174,2.27
health care availability,70,380,2.27
health care service access,70,380,2.27
drug craving,164,893,2.27
locomotion,89,483,2.27
up-regulation,199,1080,2.27
healthcare service access,70,380,2.27
synapse,748,4068,2.27
drug screening,79,429,2.27
social learning theory,32,174,2.27
rats mammals,1063,5766,2.27
accessibility of health care,70,380,2.27
access to healthcare,70,380,2.27
comparative,99,539,2.27
steroids,35,190,2.27
access to health care,70,380,2.27
prevent drug use,83,451,2.27
prevent drug abuse,83,451,2.27
naloxone,225,1223,2.27
high blood pressure,68,371,2.26
normal cell,35,191,2.26
functional disability,47,257,2.26
patient self-report,509,2782,2.26
gs,48,262,2.26
core facility,37,202,2.26
g(s),48,262,2.26
elders,99,541,2.26
syndrome,131,716,2.26
molecular target,161,880,2.26
self-report,509,2782,2.26
meta-analysis,107,584,2.26
physical dependence,79,431,2.26
later life,99,541,2.26
small interfering rna,60,327,2.26
attenuated,573,3132,2.26
metropolitan,47,257,2.26
ethanol research,186,1013,2.26
alcohol research,186,1013,2.26
epilepsia,127,697,2.25
receptor activation,242,1325,2.25
early intervention,86,472,2.25
coding system,249,1363,2.25
self help organization,37,203,2.25
criminal justice,121,664,2.25
biological factors,59,324,2.25
epileptogenic,127,697,2.25
intervention design,189,1036,2.25
therapy design,189,1036,2.25
ethanol craving,112,614,2.25
epileptics,127,697,2.25
treatment design,189,1036,2.25
epileptic seizures,127,697,2.25
code,249,1363,2.25
alcohol craving,112,614,2.25
ventral tegmental area,426,2342,2.24
negotiation,166,914,2.24
negotiating,166,914,2.24
chicago,32,176,2.24
ventral tegmentum,426,2342,2.24
achievement attainment,93,511,2.24
trend,206,1132,2.24
reaction,484,2666,2.24
doubt,83,456,2.24
seizure disorder,127,700,2.24
self administration,958,5275,2.24
uncertainty,83,456,2.24
country,293,1613,2.24
mediation,166,914,2.24
mood disorders,192,1056,2.24
health services evaluation,121,668,2.23
amygdaloid body,556,3071,2.23
amygdaloid nucleus,556,3071,2.23
knock-out mice,242,1339,2.23
psychopathology,225,1244,2.23
health services research,121,668,2.23
data bases,261,1442,2.23
time use,62,343,2.23
knockout mice,242,1339,2.23
lectures,60,332,2.23
medical care research,121,668,2.23
amygdaloid structure,556,3071,2.23
amygdaloid nuclear complex,556,3071,2.23
intervention studies,134,741,2.23
services research,121,668,2.23
intervention research,134,741,2.23
synaptic plasticity,329,1821,2.23
neurobiology,905,5014,2.23
hiv1,67,371,2.23
hiv-i,67,371,2.23
friends,89,493,2.23
medication adherence,101,559,2.23
hiv-1,67,371,2.23
noise,50,277,2.23
medication compliance,101,559,2.23
subcellular process,164,911,2.22
knockout,244,1355,2.22
cell process,164,911,2.22
cell function,164,911,2.22
cellular process,164,911,2.22
cellular function,164,911,2.22
cellular physiology,164,911,2.22
primary care setting,82,455,2.22
oxides,32,178,2.22
knock-out,244,1355,2.22
cell physiology,164,911,2.22
sucrose,131,728,2.22
school of medicine,209,1162,2.22
midbrain structure,221,1230,2.22
instructional intervention,48,267,2.22
training intervention,48,267,2.22
doctor of philosophy,213,1186,2.22
questionnaires,229,1275,2.22
ph.d.,213,1186,2.22
investigation,874,4845,2.22
phd,213,1186,2.22
imaging modality,73,406,2.22
ethnic minority population,59,328,2.22
imaging method,73,406,2.22
conformation,107,595,2.22
instruction intervention,48,267,2.22
educational intervention,48,267,2.22
midbrain,221,1230,2.22
education for intervention,48,267,2.22
mid-brain,221,1230,2.22
anterior,238,1322,2.22
drug detection,72,402,2.21
neuroplasticity,237,1324,2.21
brief treatment,97,541,2.21
mediator,468,2607,2.21
neuronal plasticity,237,1324,2.21
self regulation,71,396,2.21
cns plasticity,237,1324,2.21
brief therapy,97,541,2.21
membrane proteins,51,284,2.21
insurance,52,290,2.21
behavioral control,172,959,2.21
health care policy,95,529,2.21
behavioral manipulation,172,959,2.21
behavior control,172,959,2.21
transcription regulation,70,393,2.2
indiana,47,263,2.2
biotechnology,31,174,2.2
life style,72,404,2.2
injecting drug user,90,504,2.2
alcohols,1375,7722,2.2
transcriptional regulation,70,393,2.2
adenosine,136,764,2.2
injection drug user,90,504,2.2
4-aminobutanoic acid,286,1614,2.19
enzymes,315,1776,2.19
4-aminobutyric acid,286,1614,2.19
electronics,73,411,2.19
cell line,216,1219,2.19
saline,149,841,2.19
saline solution,149,840,2.19
trial treatment,134,753,2.19
therapeutic estrogen,45,253,2.19
aminalone,286,1614,2.19
trial regimen,134,753,2.19
psychiatric care,43,242,2.19
psychiatric therapeutic procedure,43,242,2.19
gaba,286,1614,2.19
gene expression,641,3604,2.19
cognitive function,240,1352,2.19
psychiatric treatment,43,242,2.19
aminalon,286,1614,2.19
psychiatric therapy,43,242,2.19
psychosocial,327,1847,2.18
alcoholic beverage consumption,1149,6487,2.18
epidemiological,251,1417,2.18
biological models,208,1178,2.18
ligands,469,2651,2.18
at-risk drinking,48,271,2.18
plasma,442,2503,2.18
extinction,256,1448,2.18
achievement,93,526,2.18
diffusion,74,419,2.18
texas,73,413,2.18
risky drinking,48,271,2.18
5-hydroxytryptamine receptors,34,192,2.18
high risk drinking,48,271,2.18
research institute,102,578,2.18
5-ht receptors,34,192,2.18
oral administration,44,249,2.18
epilepsy,127,722,2.17
htlv-iii-lav infections,223,1268,2.17
alcohol cue,79,450,2.17
oregon,53,301,2.17
ethanol cue,79,450,2.17
blinded,32,182,2.17
k23 award,76,431,2.17
cannabinergic,57,324,2.17
prevention service,48,273,2.17
htlv-iii infections,223,1268,2.17
cannabinoidergic,57,324,2.17
synaptic,748,4251,2.17
text,88,503,2.16
neurophysiology - biologic function,58,331,2.16
price,60,343,2.16
glutamatergic,605,3459,2.16
functional outcomes,44,251,2.16
pricing,60,343,2.16
drug exposure,176,1003,2.16
movement,155,883,2.16
l-glutamate,605,3459,2.16
neural function,58,331,2.16
transgenic organisms,185,1058,2.16
ion channel,130,743,2.16
minnesota,53,302,2.16
ionic channels,130,743,2.16
blood,264,1504,2.16
basic science,273,1567,2.15
basic research,273,1567,2.15
genetic alteration,292,1673,2.15
pulmonary cancer,97,556,2.15
genetic change,292,1673,2.15
intention,75,431,2.15
genetic defect,292,1673,2.15
upregulation,199,1142,2.15
malignant tumor of the lung,97,556,2.15
malignant neoplasm of lung,97,556,2.15
genome mutation,292,1673,2.15
neural adaptation,268,1538,2.15
clinical treatment,134,770,2.15
censuses,40,229,2.15
pulmonary malignant neoplasm,97,556,2.15
lung cancer,97,556,2.15
indexing,350,2005,2.15
neuroadaptation,268,1538,2.15
ethanol effect,333,1913,2.15
alcohol effect,333,1913,2.15
human genetics,65,373,2.15
response to stimulus physiology,32,184,2.14
mutation,292,1679,2.14
stimulus/response,32,184,2.14
associative learning,134,773,2.14
armed forces personnel,66,380,2.14
military,66,380,2.14
research into practice,32,184,2.14
research to practice,32,184,2.14
washington,102,587,2.14
nature,613,3534,2.14
pavlovian conditioning,134,773,2.14
estrogens,45,259,2.14
instrumentation,38,219,2.14
adopted,206,1187,2.14
potassium ion channels,38,219,2.14
environmental factor,224,1292,2.14
environmental risk factor,224,1292,2.14
environmental risk,224,1292,2.14
resting potentials,30,174,2.13
primary care,259,1500,2.13
military personnel,66,382,2.13
neurocognitive,163,942,2.13
relapse,1329,7705,2.13
low income,86,497,2.13
infusion procedures,209,1212,2.13
gamma-aminobutyric acid,286,1654,2.13
role model,34,197,2.13
stimulus,716,4137,2.13
hypothalamus,212,1229,2.13
infusion,209,1212,2.13
fluorescence,107,620,2.13
transmembrane potentials,30,174,2.13
hcv,78,451,2.13
serum,318,1850,2.12
cues,775,4506,2.12
nerve degeneration,110,641,2.12
advertising,43,250,2.12
major depression,131,761,2.12
behavioral influence,83,483,2.12
behavior influence,83,483,2.12
intake,364,2115,2.12
neuronal degeneration,110,641,2.12
neurodegenerative,110,641,2.12
neurodegeneration,110,641,2.12
neuron degeneration,110,641,2.12
life,799,4648,2.12
contingency management,100,582,2.12
post-translational modifications,53,308,2.12
gonadal steroid hormones,37,215,2.12
sex steroid hormones,37,215,2.12
medical imaging,252,1467,2.12
gonadal steroids,37,215,2.12
quality assurance,31,180,2.12
transcription factor,223,1297,2.12
genome,169,983,2.12
tobacco consumption,382,2222,2.12
tobacco use,382,2222,2.12
sex steroid,37,215,2.12
memory process,53,310,2.11
psychotic illness,31,181,2.11
drug therapy,685,4007,2.11
5'-monophosphate,103,601,2.11
cyclic 3',103,601,2.11
blood pressure,79,461,2.11
body movement,155,904,2.11
attenuation,96,562,2.11
pharmacotherapy,685,4005,2.11
5'-(hydrogen phosphate),103,601,2.11
alzheimer type dementia,158,924,2.11
glutamate transporter,37,216,2.11
basal nuclei,113,659,2.11
synapses,748,4374,2.11
ligand binding protein,68,397,2.11
glutamates,605,3535,2.11
side,85,497,2.11
quantitative trait loci,74,432,2.11
psychopharmaceuticals,52,306,2.1
women's health,53,311,2.1
psychoactive agents,52,306,2.1
psychoactive drugs,52,306,2.1
motivational processes,33,194,2.1
sirna,60,352,2.1
psychoactive compound,52,306,2.1
cell viability,58,343,2.09
neuropeptides,234,1380,2.09
belief,132,779,2.09
charge,69,408,2.09
residual state,30,177,2.09
cell survival,58,343,2.09
mentored patient-oriented research career development award (k23),76,448,2.09
social,818,4819,2.09
k23 mechanism,76,448,2.09
hedonic,80,472,2.09
operation,144,849,2.09
dna molecular biology,80,471,2.09
mentored patient-oriented research career development award,76,448,2.09
k23 program,76,448,2.09
diffuse,40,236,2.09
analog,273,1615,2.08
cigarette smoker,97,576,2.08
action potentials,85,503,2.08
tobacco use cessation,81,481,2.08
tobacco,566,3363,2.08
develop software,35,208,2.08
developing computer software,35,208,2.08
software development,35,208,2.08
probability,222,1315,2.08
residual,30,178,2.08
health sciences,90,534,2.08
tobacco cessation,81,481,2.08
substantia grisea,50,297,2.08
mutagenesis,72,429,2.07
and referral to treatment,43,256,2.07
non-human primate,158,940,2.07
food intake,116,690,2.07
striatal,606,3604,2.07
nonhuman primate,158,940,2.07
risk perception,30,179,2.07
striate body,606,3604,2.07
deoxyribonucleic acid,216,1288,2.07
referral,43,256,2.07
corpus striatum structure,606,3604,2.07
sbirt,43,256,2.07
mesencephalon,221,1314,2.07
and treatment,43,256,2.07
rehabilitation,86,515,2.06
in vitro assay,43,257,2.06
promotor,178,1067,2.06
functional imaging,56,335,2.06
promoter,178,1067,2.06
physiologic imaging,56,335,2.06
cell migration,31,186,2.06
population based,72,432,2.06
cell death,80,478,2.06
histones,68,407,2.06
adolescent development,31,186,2.06
peptides,228,1367,2.06
reinforcement,409,2447,2.06
biological chemistry,69,415,2.05
prevention research,55,331,2.05
nuclear,73,439,2.05
immune function,45,271,2.05
total human and non-human gene mapping,38,229,2.05
membrane channels,130,782,2.05
neural degeneration,110,661,2.05
gene mapping genetics,38,229,2.05
hepatitis c virus,78,469,2.05
medical,973,5864,2.05
lifestyle,72,434,2.05
drinking,640,3854,2.05
viewpoint,43,260,2.04
commentary,43,260,2.04
editorial comment,43,260,2.04
published comment,43,260,2.04
comment,43,260,2.04
college student,85,515,2.04
research training,332,2003,2.04
methylation,73,441,2.04
coupling,129,779,2.04
motility,30,181,2.04
gray matter,50,302,2.04
adolescence,338,2054,2.03
12-20 years old,338,2054,2.03
curriculum,130,789,2.03
amygdala,556,3371,2.03
ingestion,44,267,2.03
next generation sequencing,48,292,2.03
pulse,71,432,2.03
physiologic pulse,71,432,2.03
vascular hypertensive disease,68,415,2.02
hypertensive disease,68,415,2.02
hyperpiesis,68,415,2.02
hyperpiesia,68,415,2.02
growth agents,32,195,2.02
drug metabolic detoxication,77,470,2.02
vascular hypertensive disorder,68,415,2.02
growth substances,32,195,2.02
drug metabolic detoxification,77,470,2.02
physical activity,53,324,2.02
drug relapse,148,903,2.02
food,298,1816,2.02
economics,265,1614,2.02
europe,37,226,2.02
boston,60,369,2.01
b-lymphocytes,30,184,2.01
striatum,606,3710,2.01
transmission process,544,3336,2.01
short hairpin rna,81,498,2.01
small hairpin rna,81,498,2.01
drinking behavior,191,1170,2.01
virus-hiv,523,3210,2.01
economic cost,74,453,2.01
lymphadenopathy-associated virus,523,3210,2.01
lav-htlv-iii,523,3210,2.01
human immunodeficiency viruses,523,3210,2.01
protein expression,134,822,2.01
post treatment,229,1402,2.01
transmission,544,3342,2.01
rattus,1063,6528,2.01
molecular interaction,652,4010,2.01
b-cells,30,184,2.01
shrna,81,498,2.01
imaging technics,105,644,2.01
aids virus,523,3210,2.01
b blood cells,30,184,2.01
l-lysine,31,190,2.01
brief intervention,183,1121,2.01
acquired immunodeficiency syndrome virus,523,3210,2.01
acquired immune deficiency syndrome virus,523,3210,2.01
common rat strains,1063,6528,2.01
methadone,339,2088,2.0
health care service availability,70,431,2.0
hiv,523,3232,2.0
histone modification,47,290,2.0
binding,652,4011,2.0
attitude,180,1110,2.0
reticuloendothelial system,221,1361,2.0
presynaptic,206,1269,2.0
nervous system degenerative diseases,97,599,2.0
imaging technology,33,204,2.0
subgroup,214,1319,2.0
treatment outcome,420,2588,2.0
computerized medical record,36,223,1.99
functional mri,358,2215,1.99
procedures,628,3891,1.99
biochemical,431,2668,1.99
null mouse,242,1502,1.99
physiologic psychology,50,310,1.99
trial comparing,81,501,1.99
physiological psychology,50,310,1.99
target populations,67,415,1.99
immediate-early genes,49,304,1.99
out of work,46,287,1.98
synaptic transmission,209,1305,1.98
joblessness,46,287,1.98
unemployed,46,287,1.98
dna,216,1345,1.98
cellular biology,64,398,1.98
new york,85,530,1.98
jobs,59,367,1.98
group intervention,45,281,1.98
restoration,53,330,1.98
transgenic,185,1151,1.98
cardiovascular,139,866,1.98
youth substance use,81,504,1.98
adolescent substance use,81,504,1.98
unemployment,46,287,1.98
jobless,46,287,1.98
sobriety,50,313,1.97
da neuron,353,2213,1.97
viral burden,59,369,1.97
viral load result,59,369,1.97
sober,50,313,1.97
viral load,59,369,1.97
dopamine neuron,353,2213,1.97
dopaminergic neuron,353,2213,1.97
family member,98,613,1.97
alcohol intoxication,59,370,1.97
grant proposals,207,1297,1.97
racial group,172,1075,1.97
lysine,31,194,1.97
electronic,69,432,1.97
property,1020,6397,1.97
food or food product,120,752,1.97
sex hormones,37,232,1.97
ethanol intoxication,59,370,1.97
drunkenness,59,370,1.97
etoh intoxication,59,370,1.97
compulsive behavior,46,290,1.96
hydrogen oxide,95,598,1.96
reinforcement schedule,47,295,1.96
heart diseases,71,447,1.96
cardiac disorders,71,447,1.96
cardiac diseases,71,447,1.96
surface,152,955,1.96
balance function,239,1515,1.95
trait,256,1619,1.95
randomized trial,176,1114,1.95
water,95,600,1.95
heart disorder,71,448,1.95
alcoholic intoxication,59,373,1.95
equilibrium,239,1515,1.95
posttranslational modifications,53,336,1.95
ethyl alcohol,339,2148,1.95
pharmacological treatment,210,1329,1.95
oxidative stress,63,398,1.95
basal ganglia,113,716,1.95
growth factor,32,203,1.94
balance,239,1519,1.94
ethanol dependence,104,661,1.94
cingulate cortex,118,750,1.94
corpus striatum,606,3847,1.94
choice behavior,50,318,1.94
university student,85,539,1.94
ethanol addiction,104,661,1.94
ethanol dependency,104,661,1.94
electronic medical record,36,229,1.94
craving,731,4640,1.94
receptor protein,1056,6729,1.94
longitudinal studies,217,1389,1.93
men,300,1913,1.93
supervision,118,754,1.93
abstinence,866,5540,1.93
proteins,812,5193,1.93
long-term study,217,1389,1.93
pharmacokinetics,336,2146,1.93
social support network,154,984,1.93
signal pathway,330,2114,1.93
primates mammals,84,536,1.93
intracranial central nervous system disorders,147,938,1.93
morphine,455,2911,1.93
interest,994,6359,1.93
comparative efficacy,55,352,1.93
compare efficacy,55,352,1.93
encephalon diseases,147,938,1.93
brain diseases,147,938,1.93
intracranial cns disorders,147,938,1.93
research proposals,123,785,1.93
protein modification,53,339,1.93
opiate peptides,60,385,1.92
neurosciences research,82,528,1.92
cytoplasmic membrane,113,727,1.92
plasma membrane,113,727,1.92
plasmalemma,113,727,1.92
brain disorders,147,942,1.92
opioid peptide,60,385,1.92
occupations,59,379,1.92
knock-in,48,309,1.92
desensitization,86,553,1.92
protein complex,43,276,1.92
binding proteins,68,437,1.92
endogenous cannabinoids,112,721,1.92
aids prevention,106,682,1.92
hiv prevention,106,682,1.92
hiv/aids prevention,106,682,1.92
manuals,152,975,1.92
pennsylvania,58,374,1.91
pharmacophore,40,258,1.91
world health organization,40,258,1.91
behavioral research,45,291,1.91
corticotropin releasing hormone,100,645,1.91
arousal,120,773,1.91
corticotropin-releasing hormone-41,100,645,1.91
corticotropin-releasing factor-41,100,645,1.91
corticotropin-releasing factor,100,645,1.91
corticoliberin,100,645,1.91
crf-41,100,645,1.91
acth-releasing factor,100,645,1.91
protein binding,68,439,1.91
rna,208,1345,1.91
social network,86,554,1.91
alzheimer sclerosis,158,1027,1.9
alzheimer syndrome,158,1027,1.9
alzheimers dementia,158,1027,1.9
primary senile degenerative dementia,158,1027,1.9
primary degenerative dementia,158,1027,1.9
nucleus accumbens,811,5257,1.9
cell biology,64,415,1.9
jail,45,292,1.9
employment,101,656,1.9
modification,332,2150,1.9
hippocampal,338,2193,1.9
cornu ammonis,338,2191,1.9
ammon horn,338,2191,1.9
senile dementia of the alzheimer type,158,1027,1.9
adrenals,31,202,1.89
hiv infections,223,1452,1.89
cities,98,638,1.89
vector,61,399,1.89
alzheimer's,158,1030,1.89
cost effectiveness,155,1013,1.89
impulsivity,251,1638,1.89
withdrawal syndrome,40,261,1.89
substance withdrawal syndrome,40,261,1.89
suprarenal gland,31,202,1.89
drosophila genus,56,367,1.88
individual differences,265,1743,1.88
allelic variant,170,1114,1.88
gene variant,170,1114,1.88
western immunoblotting,113,743,1.88
motivational interview,117,766,1.88
protein blotting,113,743,1.88
genetic markers,45,296,1.88
series,525,3449,1.88
motivational enhancement therapy,117,766,1.88
clinical practice guideline,37,243,1.88
acids,34,224,1.87
alcohol reward,52,343,1.87
psychology,109,719,1.87
micro rna,68,449,1.87
ethanol reward,52,343,1.87
outpatients,254,1672,1.87
weight increase,31,204,1.87
body weight gain,31,204,1.87
national research service awards,31,204,1.87
body weight increase,31,204,1.87
travel,95,628,1.87
mirna,68,449,1.87
substances of abuse,41,270,1.87
wt gain,31,204,1.87
substance of abuse,41,270,1.87
virginia,34,224,1.87
carbon monoxide,40,264,1.87
nh2-terminal,31,204,1.87
nrsa,31,204,1.87
n-terminal,31,204,1.87
out-patients,254,1672,1.87
corpulence,175,1159,1.86
magnetic resonance imaging,250,1655,1.86
benzodiazepines,88,584,1.86
journals,107,711,1.86
adiposity,175,1159,1.86
magazine,107,710,1.86
treatment duration,77,511,1.86
progenitor cells,52,344,1.86
active follow-up,650,4307,1.86
treatment days,77,511,1.86
expectation,134,887,1.86
placebo control,116,768,1.86
follow-up,650,4307,1.86
treatment period,77,511,1.86
new york city,32,212,1.86
density,221,1465,1.86
stem cells,52,345,1.86
health instruction,36,239,1.86
health tutoring,36,239,1.86
micrornas,68,450,1.86
aftercare,229,1521,1.86
after care,229,1521,1.86
after-treatment,229,1521,1.86
desoxyephedrine,253,1686,1.85
n-methylamphetamine,253,1686,1.85
neurogenesis,47,314,1.85
seminal,40,266,1.85
age dependent,57,381,1.85
k channel,38,254,1.85
injections,400,2667,1.85
metabotropic glutamate receptors,45,300,1.85
voltage,79,528,1.85
methylamphetamine,253,1686,1.85
deoxyephedrine,253,1686,1.85
crystal meth,253,1686,1.85
postsynaptic,195,1297,1.85
neuropathology,56,373,1.85
cardiac,56,375,1.84
respiratory aspiration,57,382,1.84
anatomical sciences,138,925,1.84
respiratory inspiration,57,382,1.84
weight gain,31,208,1.84
treatment schedule,107,716,1.84
treatment regimen,107,716,1.84
alzheimer's disease,158,1058,1.84
bronchial asthma,34,228,1.84
asthma,34,228,1.84
mrna,217,1451,1.84
manic-depressive psychosis,58,388,1.84
bipolar affective psychosis,58,388,1.84
anatomic,138,926,1.84
human tissue,47,317,1.83
dextrose,44,296,1.83
visual,100,673,1.83
air,45,304,1.83
heroin,368,2481,1.83
varenicline,81,546,1.83
messenger rna,217,1465,1.83
antianxiety agent,62,418,1.83
noradrenaline,108,728,1.83
alcohol response,149,1006,1.83
laboratories,958,6453,1.83
levonorepinephrine,108,728,1.83
ethanol response,149,1006,1.83
levarterenol,108,728,1.83
response to alcohol,149,1006,1.83
response to ethanol,149,1006,1.83
photoradiation,385,2592,1.83
marihuana,173,1175,1.82
preventive intervention,189,1280,1.82
preventional intervention strategy,189,1280,1.82
c.elegans,40,271,1.82
readiness,90,611,1.82
hepatitus c,70,475,1.82
alcohol reinforcement,36,244,1.82
social functioning,36,244,1.82
preparedness,90,611,1.82
maintenance,512,3463,1.82
sorting,48,326,1.82
ethanol reinforcement,36,244,1.82
human immunodeficiency virus 1,67,453,1.82
mesolimbic system,86,586,1.81
adolescent youth,521,3552,1.81
mesolimbic dopamine system,86,586,1.81
behavior intervention,419,2854,1.81
juvenile,521,3552,1.81
longterm effects,98,668,1.81
lung disorder,41,280,1.81
pulmonary disorder,41,280,1.81
pulmonary diseases,41,280,1.81
juvenile human,521,3552,1.81
neurologic body system,167,1138,1.81
biochemistry,69,471,1.81
c elegans,40,272,1.81
neurologic organ system,167,1138,1.81
behavioral intervention,419,2854,1.81
marijuana,173,1178,1.81
behavioral conditioning therapy,419,2854,1.81
conditioning therapy,419,2854,1.81
behavioral treatment,419,2854,1.81
behavioral therapy,419,2854,1.81
drug reward,132,898,1.81
behavioral modification,419,2854,1.81
blood alcohol level,36,245,1.81
blood alcohol concentration,36,245,1.81
blood alcohol level measurement,36,245,1.81
blood alcohol content,36,245,1.81
behavior treatment,419,2854,1.81
cognitive neuroscience,46,313,1.81
behavior conditioning therapy,419,2854,1.81
early adolescence,39,266,1.81
clinical trials network,131,895,1.81
degenerative neurologic disorders,97,663,1.8
functional magnetic resonance imaging,358,2458,1.8
neurodegenerative diseases,97,663,1.8
neurologic degenerative conditions,97,663,1.8
neurodegenerative disorders,97,663,1.8
membrane potentials,30,206,1.8
neurodegenerative illness,97,663,1.8
deprivation,53,364,1.8
imaging procedures,105,721,1.8
obesity,175,1201,1.8
followup studies,34,233,1.8
follow-up studies,34,233,1.8
glucose,44,301,1.8
antioxidants,31,212,1.8
imaging techniques,105,721,1.8
controlled study,31,212,1.8
students,245,1675,1.8
nervous system function,39,269,1.79
eating disorders,50,344,1.79
eating,116,801,1.79
patient cooperation,38,262,1.79
patient adherence,38,262,1.79
patient compliance,38,262,1.79
letters,91,627,1.79
psychiatrist,53,366,1.79
lung diseases,41,282,1.79
dopamine d1 receptor,89,613,1.79
drug use disorder,76,523,1.79
d1 receptor,89,613,1.79
drops,77,531,1.79
transphosphorylases,136,937,1.79
neurological function,39,269,1.79
neurologic function,39,269,1.79
phosphotransferases,136,938,1.79
kinases,136,937,1.79
corticotropin-releasing hormone,100,689,1.79
nervous system physiology,39,269,1.79
cognitive therapy,171,1178,1.79
light,385,2664,1.78
conscious,35,243,1.78
dendrite spine,87,602,1.78
societies,426,2952,1.78
gold,66,457,1.78
computerized,66,457,1.78
names,88,610,1.78
dendritic spines,87,602,1.78
achievement mainstream education,34,235,1.78
prescription opioid abuse,48,333,1.78
cognitive deficits,125,866,1.78
cholinergic,98,679,1.78
predisposing factor,30,208,1.78
psychophysiological,50,349,1.77
adrenal glands,31,216,1.77
signaling molecule,67,468,1.77
behavior measurement,122,849,1.77
intervention program,60,419,1.77
behavioral measure,122,849,1.77
recurrence prevention,144,1005,1.77
euphoria,46,320,1.77
motor,195,1357,1.77
d-glucose,44,306,1.77
psycho-physiological,50,349,1.77
disease recurrence prevention,144,1005,1.77
physiopsychology,50,349,1.77
long-term synaptic depression,46,320,1.77
equation,62,433,1.77
behavioral measurement,122,849,1.77
body weight,36,252,1.76
cognition,342,2397,1.76
learning extinction,33,231,1.76
instruction,111,777,1.76
double-masked study,187,1307,1.76
double-blind study,187,1307,1.76
double-blind method,187,1307,1.76
instrument,106,743,1.76
tracer,65,455,1.76
electrical stimulation,45,316,1.76
defect,87,608,1.76
double-blinded,187,1307,1.76
double-masked method,187,1307,1.76
wages,32,225,1.75
bdnf,70,494,1.75
lesion,137,963,1.75
endocannabinoids,112,789,1.75
urine,216,1518,1.75
disorder management,39,275,1.75
salaries,32,225,1.75
negative mood,33,232,1.75
moods,222,1562,1.75
network-based,30,211,1.75
disease management,39,275,1.75
social context,86,607,1.75
social environment,86,607,1.75
social climate,86,607,1.75
brain-derived neurotrophic factor,70,494,1.75
molecular marker,32,225,1.75
occupational,39,275,1.75
burden of disease,63,446,1.74
quit line,37,263,1.74
cigarette smoking,250,1771,1.74
naltrexone,236,1675,1.74
length,137,972,1.74
burden of illness,63,446,1.74
quitline,37,263,1.74
tobacco abstinence,35,248,1.74
circulation,33,234,1.74
adolescence (12-20),338,2393,1.74
feeding,111,789,1.74
cell membrane,113,799,1.74
chromosome mapping,38,269,1.74
gene localization,38,269,1.74
disease burden,63,446,1.74
sum,71,503,1.74
embryo,42,298,1.74
embryonic,42,297,1.74
conflict (psychology),108,764,1.74
consciousness,35,250,1.73
methylcarbinol,339,2423,1.73
baltimore,34,242,1.73
conflict,108,768,1.73
cannabinoids,141,1003,1.73
anxiety disorders,141,1006,1.73
self-administered,358,2556,1.73
absolute ethanol,339,2423,1.73
etoh,339,2423,1.73
theoretic models,42,299,1.73
grain alcohol,339,2423,1.73
electrodes,60,428,1.73
problem solving,49,349,1.73
florida,43,307,1.73
control groups,175,1252,1.72
dependovirus,34,244,1.72
voice,38,273,1.72
dynorphins,81,581,1.72
therapeutic agents,87,623,1.72
adeno-associated viruses,34,244,1.72
ingestive behavior,31,222,1.72
drug user,131,941,1.72
psychological reinforcement,409,2927,1.72
antibodies,121,875,1.71
anti-retroviral agents,46,332,1.71
hormonal,57,410,1.71
san francisco,36,259,1.71
gustation,52,376,1.71
anti-retroviral,46,332,1.71
preventive,52,374,1.71
adeno associated virus group,34,245,1.71
taste perception,52,376,1.71
client,124,894,1.71
expectancy,68,494,1.7
synapse formation,42,305,1.7
cognitive behavior intervention,171,1242,1.7
cognitive behavioral therapy,171,1242,1.7
cognitive behavior modification,171,1242,1.7
meetings,497,3616,1.7
cognitive behavioral intervention,171,1242,1.7
cognitive behavioral modification,171,1242,1.7
nicotine replacement therapy,113,820,1.7
prevention intervention,189,1377,1.69
extracellular,225,1645,1.69
severe mental illness,30,219,1.69
serious mental illness,30,219,1.69
drug delivery,87,634,1.69
adenylyl cyclase,37,270,1.69
biologic assays,561,4103,1.69
5 cyclic amp synthetase,37,270,1.69
cigarette,284,2078,1.69
adenyl cyclase,37,270,1.69
cognitive behavior therapy,171,1259,1.68
united states substance abuse and mental health services administration,75,549,1.68
comparative effectiveness,56,411,1.68
mainstreaming,34,250,1.68
educational mainstreaming,34,250,1.68
schedule,208,1523,1.68
mutate,62,454,1.68
neural plasticity,237,1743,1.68
substance abuse and mental health services administration,75,549,1.68
cyclic amp,103,759,1.67
feeding behaviors,31,231,1.66
weight reduction,30,223,1.66
molecular biology,80,595,1.66
endocrine gland secretion,96,712,1.66
feeding-related behaviors,31,231,1.66
n-methyl-d-aspartate,93,693,1.66
n methyl d aspartate,93,693,1.66
nmda,93,693,1.66
amino acids,77,572,1.66
n methyl d aspartic acid,93,693,1.66
